[[0.542, 0.8632], [0.8884, 0.0375], [0.2755, 0.6449], [0.212, 0.2087], [0.0425, 0.1797], [0.6036, 0.0067], [0.7834, 0.4936], [0.6592, 0.3061], [0.732, 0.8065], [0.6373, 0.6263]]
[[0.4828, 0.4269], [0.634, 0.8468], [0.2496, 0.3094], [0.857, 0.7475], [0.7392, 0.3495], [0.473, 0.7209], [0.0183, 0.3167], [0.6501, 0.8248], [0.2634, 0.1032], [0.9103, 0.9085]]
[[0.6214, 0.2446], [0.6696, 0.7092], [0.8941, 0.1787], [0.5463, 0.0535], [0.4317, 0.6456], [0.6653, 0.7681], [0.0656, 0.5643], [0.2863, 0.716], [0.8064, 0.0514], [0.8313, 0.6885]]
[[0.1583, 0.6611], [0.3409, 0.1338], [0.4261, 0.9368], [0.0147, 0.0668], [0.4997, 0.3597], [0.8512, 0.6172], [0.7215, 0.9661], [0.4435, 0.0636], [0.0093, 0.0227], [0.1464, 0.6778]]
[[0.6411, 0.0735], [0.1549, 0.4346], [0.1584, 0.2955], [0.8526, 0.3296], [0.1702, 0.9133], [0.0385, 0.9776], [0.856, 0.2494], [0.4953, 0.5645], [0.6845, 0.3027], [0.6979, 0.0714]]
[[0.5132, 0.8804], [0.2025, 0.1765], [0.3899, 0.184], [0.68, 0.6062], [0.8371, 0.8904], [0.6744, 0.268], [0.6232, 0.301], [0.4789, 0.6355], [0.0049, 0.3182], [0.0654, 0.365]]
[[0.2911, 0.1617], [0.2942, 0.454], [0.7827, 0.4204], [0.5803, 0.8221], [0.5494, 0.4252], [0.6995, 0.8365], [0.9574, 0.0996], [0.6636, 0.8821], [0.5567, 0.0453], [0.7403, 0.5933]]
[[0.13, 0.8361], [0.0497, 0.9003], [0.3374, 0.3757], [0.0895, 0.4248], [0.1777, 0.4515], [0.5472, 0.7961], [0.5945, 0.44], [0.9801, 0.6247], [0.9436, 0.5218], [0.6404, 0.0536]]
[[0.6399, 0.6499], [0.3844, 0.0515], [0.451, 0.694], [0.1255, 0.3047], [0.7926, 0.3842], [0.9207, 0.275], [0.6392, 0.7614], [0.9766, 0.6292], [0.6111, 0.1145], [0.1155, 0.755]]
[[0.7138, 0.6277], [0.3057, 0.5072], [0.1527, 0.4621], [0.1665, 0.5081], [0.8353, 0.7458], [0.1672, 0.6236], [0.8645, 0.7909], [0.6801, 0.2647], [0.5259, 0.1446], [0.0458, 0.0424]]
[[0.3665, 0.6247], [0.5521, 0.9418], [0.3283, 0.8002], [0.1696, 0.6564], [0.2891, 0.7643], [0.741, 0.876], [0.9859, 0.1516], [0.9889, 0.0499], [0.0501, 0.7088], [0.5528, 0.2769]]
[[0.4192, 0.4543], [0.3555, 0.9944], [0.4126, 0.4357], [0.812, 0.1093], [0.4055, 0.9616], [0.2829, 0.6449], [0.3051, 0.3528], [0.2032, 0.3405], [0.519, 0.1148], [0.3752, 0.3592]]
[[0.1989, 0.2944], [0.2575, 0.4054], [0.0141, 0.9311], [0.9007, 0.4773], [0.9637, 0.2402], [0.2888, 0.3723], [0.5495, 0.0293], [0.5341, 0.82], [0.7074, 0.6121], [0.3226, 0.9481]]
[[0.4408, 0.1946], [0.9801, 0.8667], [0.5412, 0.6455], [0.6903, 0.4429], [0.6923, 0.2458], [0.1372, 0.6508], [0.2896, 0.2591], [0.49, 0.9748], [0.0568, 0.4376], [0.6877, 0.46]]
[[0.6331, 0.3384], [0.3281, 0.4233], [0.8882, 0.6683], [0.872, 0.9044], [0.523, 0.5716], [0.6558, 0.2029], [0.2617, 0.502], [0.6541, 0.6636], [0.3933, 0.0567], [0.4577, 0.1443]]
[[0.9708, 0.7355], [0.2392, 0.0432], [0.0761, 0.9173], [0.1095, 0.8115], [0.7947, 0.55], [0.8531, 0.6065], [0.1934, 0.675], [0.8682, 0.6619], [0.685, 0.274], [0.5244, 0.0588]]
[[0.3049, 0.6606], [0.4478, 0.377], [0.2397, 0.1278], [0.0599, 0.3281], [0.6088, 0.4346], [0.0449, 0.9053], [0.6574, 0.7639], [0.6451, 0.6734], [0.8955, 0.4773], [0.8867, 0.4913]]
[[0.937, 0.384], [0.2904, 0.1933], [0.7154, 0.0519], [0.2252, 0.7895], [0.104, 0.9326], [0.2151, 0.3633], [0.897, 0.1585], [0.4546, 0.7884], [0.9078, 0.8981], [0.5364, 0.5345]]
[[0.0032, 0.7788], [0.0501, 0.8896], [0.1381, 0.1768], [0.7628, 0.8754], [0.534, 0.7705], [0.8092, 0.5293], [0.3915, 0.8742], [0.9211, 0.2549], [0.7322, 0.6418], [0.2705, 0.2585]]
[[0.686, 0.15], [0.5665, 0.299], [0.319, 0.2603], [0.8916, 0.1506], [0.5271, 0.1332], [0.9571, 0.3557], [0.9399, 0.8925], [0.0315, 0.0473], [0.4971, 0.8707], [0.1072, 0.0337]]
[[0.3496, 0.1343], [0.0072, 0.6678], [0.4294, 0.2815], [0.0594, 0.2294], [0.0915, 0.6893], [0.6213, 0.7389], [0.2648, 0.1364], [0.1249, 0.6673], [0.8379, 0.043], [0.5656, 0.8559]]
[[0.0426, 0.3324], [0.0887, 0.4049], [0.8943, 0.0942], [0.3268, 0.7501], [0.7523, 0.6127], [0.7071, 0.7669], [0.8588, 0.0802], [0.4974, 0.4165], [0.7476, 0.255], [0.2706, 0.1215]]
[[0.7276, 0.179], [0.1276, 0.9127], [0.9207, 0.674], [0.9509, 0.1158], [0.0159, 0.5359], [0.675, 0.2765], [0.424, 0.0675], [0.3208, 0.8519], [0.4541, 0.117], [0.8092, 0.36]]
[[0.6768, 0.119], [0.0929, 0.0113], [0.2347, 0.7228], [0.8882, 0.8926], [0.3531, 0.6389], [0.9121, 0.2078], [0.5523, 0.1336], [0.9208, 0.3924], [0.703, 0.0967], [0.9757, 0.7027]]
[[0.0136, 0.7913], [0.9162, 0.2046], [0.5681, 0.0613], [0.1142, 0.5873], [0.5094, 0.4836], [0.5836, 0.176], [0.1927, 0.3932], [0.0553, 0.9265], [0.1206, 0.0405], [0.8938, 0.1306]]
[[0.6959, 0.3995], [0.0521, 0.2708], [0.522, 0.7694], [0.6351, 0.7677], [0.0497, 0.411], [0.8743, 0.3116], [0.7145, 0.3061], [0.8492, 0.7792], [0.5888, 0.8835], [0.2537, 0.6899]]
[[0.6545, 0.8286], [0.7285, 0.2739], [0.1059, 0.5682], [0.0489, 0.5208], [0.7136, 0.0595], [0.6954, 0.3392], [0.8278, 0.5275], [0.6198, 0.5914], [0.9394, 0.7594], [0.4546, 0.0732]]
[[0.504, 0.1452], [0.6698, 0.0125], [0.2962, 0.3947], [0.0929, 0.124], [0.6352, 0.9192], [0.0617, 0.0789], [0.9567, 0.5288], [0.7137, 0.3201], [0.0308, 0.2488], [0.8923, 0.6188]]
[[0.9957, 0.1197], [0.6313, 0.5538], [0.3803, 0.4565], [0.9421, 0.6115], [0.9825, 0.0069], [0.0868, 0.8427], [0.3171, 0.5162], [0.2793, 0.5203], [0.1217, 0.1322], [0.9596, 0.1926]]
[[0.2235, 0.1503], [0.1605, 0.254], [0.6333, 0.3292], [0.5025, 0.0754], [0.9651, 0.5718], [0.9744, 0.6696], [0.0458, 0.7556], [0.594, 0.746], [0.4528, 0.8138], [0.5448, 0.3922]]
[[0.191, 0.8546], [0.874, 0.1254], [0.4239, 0.046], [0.6737, 0.7477], [0.2715, 0.5691], [0.5361, 0.0922], [0.5232, 0.5374], [0.9393, 0.8925], [0.5868, 0.4327], [0.4816, 0.333]]
[[0.5582, 0.3192], [0.6118, 0.0081], [0.7459, 0.0746], [0.9464, 0.5521], [0.9441, 0.9079], [0.8852, 0.4698], [0.1324, 0.2679], [0.3747, 0.846], [0.7068, 0.9502], [0.6429, 0.4506]]
[[0.819, 0.377], [0.1489, 0.1547], [0.1516, 0.5267], [0.411, 0.1765], [0.9068, 0.2223], [0.4013, 0.8404], [0.488, 0.2412], [0.7946, 0.4335], [0.7469, 0.1019], [0.6604, 0.4654]]
[[0.8449, 0.7034], [0.8718, 0.6737], [0.8119, 0.2083], [0.2496, 0.78], [0.2962, 0.0233], [0.5635, 0.4526], [0.1346, 0.2979], [0.7972, 0.9742], [0.8138, 0.0055], [0.2368, 0.3655]]
[[0.0191, 0.164], [0.9909, 0.9752], [0.5969, 0.6849], [0.7696, 0.8723], [0.438, 0.5995], [0.5503, 0.4107], [0.2775, 0.5331], [0.9499, 0.5072], [0.8237, 0.9229], [0.6212, 0.6369]]
[[0.8861, 0.53], [0.5737, 0.5531], [0.1467, 0.2843], [0.0421, 0.2378], [0.6414, 0.3149], [0.1579, 0.2174], [0.9167, 0.8456], [0.1582, 0.4389], [0.1379, 0.0883], [0.1127, 0.2267]]
[[0.0248, 0.712], [0.3385, 0.2693], [0.817, 0.433], [0.4703, 0.1264], [0.8343, 0.7411], [0.0131, 0.5755], [0.8484, 0.6268], [0.1236, 0.8537], [0.4689, 0.094], [0.5643, 0.4441]]
[[0.8851, 0.0836], [0.2746, 0.9179], [0.9905, 0.3662], [0.9983, 0.5168], [0.3213, 0.6323], [0.8488, 0.632], [0.5032, 0.7994], [0.5108, 0.3173], [0.6583, 0.7683], [0.9089, 0.646]]
[[0.1962, 0.3215], [0.8639, 0.0908], [0.6628, 0.1906], [0.1386, 0.6987], [0.9168, 0.4635], [0.9939, 0.9772], [0.3453, 0.1617], [0.4367, 0.5575], [0.9885, 0.0728], [0.8317, 0.4671]]
[[0.1471, 0.2551], [0.5302, 0.3749], [0.267, 0.4525], [0.8307, 0.4516], [0.4841, 0.5302], [0.9041, 0.8713], [0.4836, 0.6057], [0.0135, 0.2908], [0.0345, 0.8068], [0.2239, 0.3586]]
[[0.8847, 0.5165], [0.6892, 0.9179], [0.5907, 0.3386], [0.0892, 0.1554], [0.1368, 0.9528], [0.9927, 0.3646], [0.6258, 0.1844], [0.2929, 0.7862], [0.231, 0.5177], [0.7709, 0.3645]]
[[0.9989, 0.3567], [0.6771, 0.1272], [0.7853, 0.6025], [0.6645, 0.4437], [0.9929, 0.3918], [0.7694, 0.119], [0.9976, 0.0023], [0.9592, 0.3325], [0.3812, 0.492], [0.0124, 0.7356]]
[[0.8637, 0.954], [0.8137, 0.5117], [0.39, 0.9438], [0.1562, 0.8601], [0.2421, 0.4229], [0.2086, 0.0912], [0.0837, 0.3507], [0.2535, 0.6547], [0.515, 0.9206], [0.5522, 0.2039]]
[[0.004, 0.6134], [0.1932, 0.2552], [0.8971, 0.1034], [0.6927, 0.3427], [0.0371, 0.0695], [0.5705, 0.2791], [0.9112, 0.5768], [0.6175, 0.7021], [0.2161, 0.5859], [0.8062, 0.6091]]
[[0.8338, 0.7546], [0.0366, 0.3695], [0.8027, 0.4802], [0.4502, 0.5977], [0.7294, 0.824], [0.2857, 0.3217], [0.3632, 0.1928], [0.2007, 0.006], [0.317, 0.1731], [0.3507, 0.6993]]
[[0.6903, 0.4313], [0.2669, 0.4723], [0.6817, 0.5556], [0.6002, 0.0896], [0.8746, 0.5683], [0.1115, 0.9124], [0.6459, 0.922], [0.5995, 0.6893], [0.1985, 0.7181], [0.1808, 0.873]]
[[0.7784, 0.076], [0.5861, 0.5286], [0.814, 0.8929], [0.9615, 0.4746], [0.2775, 0.504], [0.6226, 0.1913], [0.6883, 0.1514], [0.8501, 0.4409], [0.9247, 0.7783], [0.2432, 0.6966]]
[[0.24, 0.3466], [0.0782, 0.9532], [0.753, 0.7598], [0.9461, 0.7749], [0.6314, 0.0325], [0.7914, 0.0782], [0.1658, 0.226], [0.8782, 0.6132], [0.1547, 0.0296], [0.8587, 0.4378]]
[[0.4462, 0.0713], [0.0107, 0.6705], [0.4234, 0.8449], [0.6437, 0.9302], [0.9204, 0.1333], [0.1532, 0.0204], [0.6855, 0.2967], [0.5402, 0.3954], [0.3351, 0.8883], [0.8953, 0.8529]]
[[0.4974, 0.0049], [0.0517, 0.9406], [0.7359, 0.9092], [0.3599, 0.7934], [0.3412, 0.0454], [0.8675, 0.593], [0.047, 0.7756], [0.7621, 0.6281], [0.5402, 0.3259], [0.5757, 0.1704]]
[[0.2559, 0.0152], [0.5447, 0.461], [0.3946, 0.9883], [0.6682, 0.2695], [0.9352, 0.2157], [0.2595, 0.8076], [0.0527, 0.1117], [0.0059, 0.757], [0.09, 0.1314], [0.8171, 0.8519]]
[[0.647, 0.5742], [0.0766, 0.5662], [0.5757, 0.0447], [0.348, 0.3569], [0.0248, 0.8136], [0.0625, 0.8938], [0.3058, 0.7836], [0.6796, 0.5972], [0.522, 0.692], [0.4545, 0.651]]
[[0.8511, 0.599], [0.9748, 0.5678], [0.3664, 0.824], [0.5438, 0.9291], [0.2986, 0.9172], [0.5202, 0.0979], [0.3413, 0.5137], [0.8811, 0.2738], [0.8868, 0.7612], [0.0116, 0.0101]]
[[0.591, 0.4863], [0.3875, 0.5826], [0.4175, 0.3671], [0.296, 0.1831], [0.4884, 0.4983], [0.7957, 0.7902], [0.2524, 0.7196], [0.5749, 0.898], [0.2217, 0.3084], [0.7175, 0.2093]]
[[0.4729, 0.7226], [0.1173, 0.1555], [0.8353, 0.3236], [0.1029, 0.8303], [0.5605, 0.9989], [0.0994, 0.299], [0.8251, 0.488], [0.2652, 0.747], [0.1531, 0.2086], [0.6474, 0.3005]]
[[0.9869, 0.3952], [0.9395, 0.0903], [0.5193, 0.013], [0.9165, 0.6643], [0.8662, 0.6404], [0.3224, 0.1403], [0.1436, 0.6926], [0.7054, 0.5568], [0.4497, 0.5291], [0.3893, 0.3473]]
[[0.8076, 0.6707], [0.3016, 0.4708], [0.0047, 0.3944], [0.5359, 0.682], [0.5273, 0.0725], [0.571, 0.6245], [0.436, 0.8497], [0.2997, 0.9721], [0.4362, 0.4578], [0.2196, 0.844]]
[[0.3474, 0.7358], [0.536, 0.9501], [0.449, 0.6697], [0.777, 0.776], [0.0761, 0.8884], [0.2097, 0.854], [0.1805, 0.2834], [0.3928, 0.1759], [0.517, 0.8737], [0.6781, 0.0427]]
[[0.6947, 0.3407], [0.1062, 0.9113], [0.0011, 0.6879], [0.0887, 0.2126], [0.3258, 0.4879], [0.5933, 0.376], [0.6061, 0.304], [0.3806, 0.8033], [0.3443, 0.6564], [0.5316, 0.0299]]
[[0.1592, 0.0736], [0.1113, 0.1348], [0.4513, 0.8168], [0.5807, 0.7704], [0.7794, 0.5835], [0.8645, 0.7573], [0.6138, 0.3522], [0.2441, 0.3521], [0.2953, 0.0467], [0.0148, 0.2748]]
[[0.2361, 0.3086], [0.5664, 0.4592], [0.863, 0.6954], [0.0265, 0.2873], [0.7878, 0.95], [0.706, 0.2744], [0.5046, 0.4674], [0.7706, 0.8884], [0.1495, 0.7153], [0.7659, 0.1998]]
[[0.3195, 0.9254], [0.4027, 0.7637], [0.7642, 0.9285], [0.6792, 0.2427], [0.4072, 0.751], [0.212, 0.2204], [0.4882, 0.9726], [0.2038, 0.3367], [0.4159, 0.6905], [0.2637, 0.8167]]
[[0.1677, 0.329], [0.7653, 0.6773], [0.452, 0.7501], [0.0692, 0.7061], [0.0319, 0.3657], [0.8048, 0.524], [0.872, 0.9126], [0.3595, 0.7053], [0.4198, 0.0396], [0.351, 0.0472]]
[[0.857, 0.6838], [0.0877, 0.7343], [0.0631, 0.3595], [0.1752, 0.9835], [0.6481, 0.0405], [0.5802, 0.6389], [0.4289, 0.6153], [0.097, 0.783], [0.7727, 0.2576], [0.1046, 0.8487]]
[[0.8344, 0.0921], [0.9635, 0.092], [0.7106, 0.3059], [0.1338, 0.4446], [0.4057, 0.2559], [0.8619, 0.75], [0.3596, 0.7636], [0.3202, 0.5529], [0.7462, 0.7811], [0.9304, 0.1288]]
[[0.0674, 0.8766], [0.5046, 0.5467], [0.0922, 0.2044], [0.4574, 0.1189], [0.8504, 0.468], [0.9226, 0.4214], [0.5634, 0.5908], [0.842, 0.3353], [0.0163, 0.7409], [0.7194, 0.4375]]
[[0.2605, 0.0151], [0.4226, 0.4496], [0.9185, 0.1901], [0.9424, 0.006], [0.5042, 0.0082], [0.0236, 0.7897], [0.9813, 0.5966], [0.4939, 0.1707], [0.3753, 0.5466], [0.0929, 0.6873]]
[[0.4968, 0.1458], [0.7847, 0.3715], [0.3951, 0.8362], [0.2776, 0.7542], [0.9559, 0.198], [0.6268, 0.9949], [0.0102, 0.6823], [0.1564, 0.4911], [0.2189, 0.3351], [0.3475, 0.6389]]
[[0.5361, 0.5163], [0.5071, 0.7822], [0.4333, 0.1154], [0.4112, 0.0719], [0.3669, 0.8798], [0.125, 0.7729], [0.7059, 0.5723], [0.3842, 0.1327], [0.7678, 0.9241], [0.8282, 0.2796]]
[[0.3036, 0.3883], [0.7863, 0.095], [0.2898, 0.2128], [0.9509, 0.4214], [0.1351, 0.717], [0.5755, 0.5758], [0.651, 0.698], [0.2118, 0.2162], [0.4943, 0.9168], [0.4189, 0.2981]]
[[0.8646, 0.3181], [0.4694, 0.3347], [0.0082, 0.146], [0.0462, 0.4262], [0.8848, 0.0817], [0.6647, 0.0894], [0.3488, 0.4479], [0.364, 0.5511], [0.2305, 0.0764], [0.7393, 0.8713]]
[[0.8519, 0.5982], [0.7246, 0.9291], [0.6816, 0.691], [0.545, 0.9286], [0.7787, 0.5794], [0.0324, 0.8679], [0.6701, 0.6927], [0.6692, 0.7062], [0.6438, 0.7862], [0.8503, 0.7166]]
[[0.5147, 0.771], [0.9788, 0.1242], [0.4891, 0.4078], [0.1344, 0.5461], [0.9891, 0.0137], [0.9659, 0.1933], [0.7521, 0.19], [0.4264, 0.6751], [0.2552, 0.7317], [0.0048, 0.3043]]
[[0.2722, 0.6912], [0.8131, 0.2122], [0.5217, 0.2109], [0.816, 0.3412], [0.5099, 0.433], [0.7058, 0.5496], [0.2961, 0.7365], [0.384, 0.8554], [0.7589, 0.5644], [0.2755, 0.3662]]
[[0.036, 0.4373], [0.7422, 0.2226], [0.7191, 0.5589], [0.4423, 0.1405], [0.3107, 0.7692], [0.2856, 0.0105], [0.5443, 0.704], [0.1111, 0.9087], [0.7406, 0.2082], [0.7509, 0.3099]]
[[0.7229, 0.9703], [0.6008, 0.3327], [0.7883, 0.3395], [0.2143, 0.063], [0.3524, 0.6701], [0.2819, 0.2992], [0.659, 0.8143], [0.5801, 0.5229], [0.0802, 0.9891], [0.0762, 0.935]]
[[0.4915, 0.8037], [0.1877, 0.8176], [0.0514, 0.0902], [0.1936, 0.1373], [0.5943, 0.2205], [0.1407, 0.0433], [0.7888, 0.618], [0.4473, 0.7544], [0.8763, 0.1407], [0.6009, 0.0534]]
[[0.2957, 0.3346], [0.7916, 0.2818], [0.0856, 0.3112], [0.8131, 0.3674], [0.1741, 0.3582], [0.6598, 0.4438], [0.6086, 0.0162], [0.5535, 0.8091], [0.6174, 0.6427], [0.3801, 0.794]]
[[0.6753, 0.2687], [0.6256, 0.9616], [0.1325, 0.6414], [0.8731, 0.5464], [0.6882, 0.964], [0.3442, 0.07], [0.2193, 0.2424], [0.8969, 0.7913], [0.3653, 0.3284], [0.3441, 0.593]]
[[0.6608, 0.8298], [0.7639, 0.2132], [0.7923, 0.6021], [0.1183, 0.1997], [0.0582, 0.1359], [0.1743, 0.2023], [0.2559, 0.7627], [0.1422, 0.3118], [0.2997, 0.0346], [0.377, 0.2857]]
[[0.3734, 0.8435], [0.909, 0.4617], [0.6885, 0.3442], [0.1779, 0.6603], [0.3754, 0.2125], [0.6502, 0.4693], [0.7078, 0.6895], [0.5243, 0.883], [0.4245, 0.936], [0.6759, 0.6465]]
[[0.1828, 0.7436], [0.9495, 0.1438], [0.9366, 0.0977], [0.1791, 0.5335], [0.1242, 0.9302], [0.8998, 0.5052], [0.6438, 0.9496], [0.3886, 0.5756], [0.1236, 0.051], [0.7055, 0.474]]
[[0.16413, 0.35356], [0.033301, 0.50647], [0.62525, 0.83721], [0.70732, 0.15724], [0.94155, 0.99986], [0.036008, 0.39375], [0.12682, 0.085902], [0.2087, 5.2273e-05], [0.93235, 0.44504], [0.18885, 0.43308]]
[[0.7734, 0.7899], [0.7971, 0.4722], [0.3952, 0.7196], [0.5843, 0.6363], [0.2261, 0.5714], [0.5708, 0.4597], [0.7619, 0.7678], [0.1147, 0.7888], [0.1656, 0.149], [0.7086, 0.4062]]
[[0.0145, 0.5603], [0.5393, 0.7719], [0.7597, 0.5895], [0.5533, 0.9882], [0.8791, 0.3768], [0.1427, 0.2333], [0.7316, 0.8895], [0.4507, 0.614], [0.1471, 0.0887], [0.1035, 0.8758]]
[[0.8275, 0.482], [0.9161, 0.3755], [0.5335, 0.3733], [0.3023, 0.0213], [0.0465, 0.8869], [0.2168, 0.9074], [0.9143, 0.5784], [0.5411, 0.6299], [0.204, 0.4684], [0.3546, 0.8916]]
[[0.2442, 0.3085], [0.3157, 0.4731], [0.9741, 0.3243], [0.952, 0.5285], [0.2589, 0.6264], [0.9466, 0.6168], [0.4821, 0.6712], [0.7652, 0.5956], [0.8706, 0.879], [0.3561, 0.122]]
[[0.1131, 0.044], [0.0738, 0.9628], [0.4253, 0.1243], [0.1311, 0.449], [0.899, 0.9564], [0.3425, 0.8727], [0.3723, 0.1033], [0.3465, 0.8734], [0.1875, 0.1895], [0.0099, 0.3398]]
[[0.732, 0.3627], [0.9888, 0.6857], [0.0824, 0.5244], [0.3111, 0.6985], [0.6583, 0.0028], [0.5611, 0.9912], [0.4396, 0.6162], [0.4338, 0.1586], [0.5758, 0.7922], [0.2941, 0.8006]]
[[0.3541, 0.1564], [0.5866, 0.4859], [0.113, 0.0833], [0.0897, 0.2763], [0.042, 0.654], [0.1501, 0.3015], [0.9609, 0.6003], [0.0916, 0.7115], [0.1813, 0.2882], [0.9803, 0.9469]]
[[0.8384, 0.7843], [0.3712, 0.976], [0.8261, 0.9074], [0.0576, 0.8044], [0.1891, 0.5441], [0.7601, 0.2022], [0.4101, 0.8262], [0.9286, 0.642], [0.9838, 0.5145], [0.2754, 0.1799]]
[[0.0126, 0.6968], [0.4142, 0.6389], [0.9908, 0.4551], [0.4497, 0.2541], [0.2614, 0.3609], [0.8655, 0.7526], [0.6035, 0.8329], [0.0565, 0.168], [0.5361, 0.705], [0.5735, 0.3678]]
[[0.0037, 0.5637], [0.3832, 0.6678], [0.2167, 0.9712], [0.3369, 0.7601], [0.9777, 0.2924], [0.8135, 0.8869], [0.7127, 0.8801], [0.442, 0.7878], [0.0971, 0.1539], [0.3243, 0.6614]]
[[0.1563, 0.9859], [0.3792, 0.3704], [0.5294, 0.8989], [0.3786, 0.2128], [0.5756, 0.0575], [0.6058, 0.5806], [0.2728, 0.4125], [0.8182, 0.8072], [0.8853, 0.0362], [0.7746, 0.5107]]
[[0.5972, 0.8802], [0.9693, 0.2325], [0.3821, 0.9128], [0.4741, 0.5091], [0.3175, 0.8042], [0.3405, 0.8663], [0.7859, 0.9982], [0.302, 0.485], [0.3258, 0.0282], [0.5321, 0.9425]]
[[0.6163, 0.8221], [0.686, 0.8676], [0.9827, 0.021], [0.4561, 0.7551], [0.2414, 0.4631], [0.9305, 0.1912], [0.3275, 0.4085], [0.2757, 0.3508], [0.3775, 0.8753], [0.7778, 0.2396]]
[[0.3617, 0.6683], [0.5586, 0.5461], [0.9506, 0.2363], [0.4758, 0.5921], [0.4642, 0.8896], [0.2121, 0.9279], [0.6661, 0.174], [0.8212, 0.046], [0.1043, 0.0629], [0.0147, 0.4712]]
[[0.7555, 0.2569], [0.1584, 0.2664], [0.2945, 0.5158], [0.3031, 0.3922], [0.2687, 0.347], [0.951, 0.8722], [0.7065, 0.2263], [0.9627, 0.1361], [0.5902, 0.6611], [0.2926, 0.0144]]
[[0.2053, 0.6085], [0.3834, 0.6385], [0.5361, 0.728], [0.9835, 0.3459], [0.6315, 0.1068], [0.7927, 0.3417], [0.6027, 0.7907], [0.3206, 0.0679], [0.1186, 0.3402], [0.9879, 0.9038]]
[[0.351, 0.3916], [0.2561, 0.917], [0.604, 0.5611], [0.7859, 0.2667], [0.206, 0.689], [0.8489, 0.1924], [0.6257, 0.218], [0.6136, 0.609], [0.6636, 0.0554], [0.2579, 0.4437]]
[[0.5989, 0.9898], [0.1947, 0.0741], [0.5749, 0.341], [0.0355, 0.0902], [0.1386, 0.1613], [0.6382, 0.0088], [0.8374, 0.5131], [0.461, 0.9873], [0.5109, 0.1754], [0.6952, 0.9788]]
[[0.6705, 0.0791], [0.3537, 0.61], [0.3363, 0.3641], [0.3935, 0.6192], [0.9191, 0.9444], [0.9508, 0.2529], [0.9081, 0.5539], [0.8128, 0.5315], [0.0883, 0.4842], [0.1249, 0.43]]
[[0.063515, 0.71318], [0.65393, 0.19094], [0.45477, 0.53731], [0.31908, 0.64472], [0.0009287, 0.90159], [0.19523, 0.052667], [0.8888, 0.94143], [0.51598, 0.97118], [0.2801, 0.23427], [0.48187, 0.26185]]
[[0.9119, 0.5223], [0.425, 0.8533], [0.3832, 0.2137], [0.1231, 0.3269], [0.7004, 0.1524], [0.4208, 0.2096], [0.5381, 0.439], [0.9982, 0.4254], [0.3173, 0.6377], [0.9656, 0.1138]]
[[0.3286, 0.5148], [0.6146, 0.054], [0.4802, 0.9353], [0.377, 0.1507], [0.2781, 0.4325], [0.0996, 0.4463], [0.2243, 0.4512], [0.4698, 0.2236], [0.937, 0.6784], [0.945, 0.9418]]
[[0.7052, 0.0641], [0.8797, 0.2592], [0.9184, 0.1234], [0.7799, 0.5666], [0.4509, 0.1253], [0.5585, 0.6959], [0.9623, 0.8641], [0.7592, 0.6681], [0.0081, 0.0166], [0.3729, 0.9681]]
[[0.5096, 0.508], [0.3327, 0.7127], [0.8751, 0.8476], [0.2054, 0.3338], [0.9386, 0.8832], [0.0045, 0.3662], [0.3358, 0.2299], [0.9756, 0.4841], [0.1894, 0.1706], [0.2173, 0.6675]]
[[0.1639, 0.742], [0.2175, 0.8897], [0.6234, 0.9261], [0.587, 0.6057], [0.4256, 0.8281], [0.9781, 0.3245], [0.8588, 0.4941], [0.6868, 0.4967], [0.8709, 0.4071], [0.0635, 0.6287]]
[[0.8236, 0.889], [0.2127, 0.318], [0.6676, 0.7849], [0.9684, 0.7906], [0.1967, 0.8661], [0.2655, 0.0026], [0.7102, 0.7786], [0.6231, 0.163], [0.4307, 0.5356], [0.333, 0.9946]]
[[0.5804, 0.5606], [0.4185, 0.0225], [0.9685, 0.7243], [0.8451, 0.7731], [0.147, 0.5996], [0.4793, 0.0445], [0.6256, 0.1772], [0.0165, 0.2954], [0.0878, 0.7095], [0.18, 0.0641]]
[[0.3174, 0.4025], [0.3163, 0.9221], [0.5772, 0.116], [0.3133, 0.3153], [0.5622, 0.5941], [0.4724, 0.6343], [0.0686, 0.2466], [0.3606, 0.5313], [0.0688, 0.32], [0.5832, 0.853]]
[[0.2984, 0.3997], [0.1341, 0.6114], [0.6143, 0.6584], [0.8611, 0.0444], [0.8631, 0.678], [0.2295, 0.687], [0.3586, 0.1203], [0.9461, 0.5175], [0.2948, 0.1448], [0.5561, 0.3457]]
[[0.3975, 0.9895], [0.6657, 0.9513], [0.3632, 0.6784], [0.1074, 0.9639], [0.5508, 0.4583], [0.9898, 0.7676], [0.6935, 0.7493], [0.8825, 0.7408], [0.73, 0.5267], [0.9375, 0.209]]
[[0.28946, 0.33349], [0.03189, 0.54139], [0.00066471, 0.078776], [0.057348, 0.83167], [0.13046, 0.67674], [0.062382, 0.66185], [0.93355, 0.22068], [0.25184, 0.057532], [0.57715, 0.10123], [0.51543, 0.077409]]
[[0.5084, 0.1913], [0.5108, 0.3618], [0.6453, 0.4207], [0.1902, 0.9724], [0.9331, 0.5979], [0.0617, 0.4973], [0.4778, 0.7525], [0.7676, 0.391], [0.5799, 0.3602], [0.9679, 0.4884]]
